-15.0,1,31,1,2,510,
67.5,2,60,4,2,2205,
442.5,3,92,11,3,5670,
-67.5,4,121,11,3,6645,
-30.0,5,149,12,3,7080,
-217.5,6,180,15,3,7620,
-315.0,7,210,17,4,8175,
-45.0,8,239,21,5,10875,
-30.0,9,269,21,5,11460,
0.0,10,296,24,8,11955,
52.5,11,324,28,10,13230,
-112.5,12,355,31,10,14415,
225.0,13,384,34,12,15810,
90.0,14,416,38,12,16350,
142.5,15,446,39,13,18360,
195.0,16,477,40,13,18840,
142.5,17,508,44,14,19380,
195.0,18,537,48,14,19875,
195.0,19,565,52,14,20520,
262.5,20,595,55,14,21225,
1117.5,21,625,57,14,23505,
1147.5,22,655,57,15,23970,
1252.5,23,685,59,16,24465,
1140.0,24,716,63,16,26100,
1155.0,25,744,66,16,26565,
1207.5,26,772,71,16,27090,
1042.5,27,804,73,18,27690,
1215.0,28,834,78,18,28680,
1305.0,29,864,80,20,29190,
1342.5,30,895,85,21,30720,
1155.0,31,925,87,24,31275,
1095.0,32,956,91,24,31950,
1185.0,33,986,95,24,32460,
1140.0,34,1000,98,24,32745,
# End of run
-532.5,1,30,6,1,1365,
-472.5,2,61,8,1,1860,
-322.5,3,89,9,1,2295,
-315.0,4,118,13,3,4110,
-502.5,5,148,17,5,5040,
-405.0,6,179,25,6,5760,
-570.0,7,209,28,8,6285,
-772.5,8,239,32,8,6825,
-802.5,9,267,33,11,7365,
-1380.0,10,298,37,11,9555,
-1477.5,11,327,42,13,10230,
-1552.5,12,357,47,14,10905,
-1297.5,13,386,52,16,12000,
-1597.5,14,413,53,18,14445,
-1770.0,15,445,56,18,15015,
-2377.5,16,474,57,19,16170,
-2197.5,17,504,60,19,16665,
-2422.5,18,534,65,19,17355,
-2332.5,19,564,70,19,17880,
-2392.5,20,595,70,19,18345,
-2085.0,21,625,72,19,19680,
-2115.0,22,653,73,22,20160,
-2055.0,23,683,74,23,20640,
-1920.0,24,712,77,23,21975,
-1845.0,25,742,81,23,22485,
-1695.0,26,771,83,24,23640,
-1612.5,27,801,87,26,24405,
-1162.5,28,829,90,26,25470,
-1140.0,29,859,96,26,26355,
-1102.5,30,890,99,26,26865,
-1222.5,31,921,105,28,27750,
-855.0,32,950,108,30,29235,
-727.5,33,979,109,30,31230,
-787.5,34,1000,112,30,31590,
# End of run
-60.0,1,29,2,1,480,
-135.0,2,59,4,2,975,
-45.0,3,88,7,2,1965,
37.5,4,119,9,3,2625,
112.5,5,147,11,6,3240,
-45.0,6,177,13,9,4050,
30.0,7,205,16,10,4530,
-270.0,8,235,19,10,6000,
-345.0,9,265,22,11,6510,
-225.0,10,295,28,13,7080,
-247.5,11,325,28,13,7530,
322.5,12,356,29,13,9870,
180.0,13,387,30,13,10950,
652.5,14,416,32,13,11790,
682.5,15,445,38,13,12315,
570.0,16,474,43,14,13845,
367.5,17,505,46,15,14580,
172.5,18,535,50,15,15180,
517.5,19,563,53,16,16515,
427.5,20,593,58,19,18780,
345.0,21,623,61,19,19275,
555.0,22,653,68,19,20355,
952.5,23,681,73,20,21075,
945.0,24,710,77,20,21660,
915.0,25,740,78,21,22275,
960.0,26,770,84,21,24810,
1140.0,27,799,88,24,25350,
1350.0,28,828,91,26,26805,
1447.5,29,858,94,26,27330,
1327.5,30,887,101,27,28200,
1387.5,31,918,103,28,28710,
1387.5,32,948,107,28,29220,
1455.0,33,978,110,29,29730,
1425.0,34,1000,110,29,30060,
# End of run
-15.0,1,31,3,0,1755,
315.0,2,61,5,1,3270,
525.0,3,92,10,1,3810,
202.5,4,121,15,3,5220,
225.0,5,152,19,4,5760,
0.0,6,182,22,4,6255,
7.5,7,212,23,5,6735,
112.5,8,243,23,5,7425,
0.0,9,273,26,8,8595,
-187.5,10,303,29,9,9135,
-187.5,11,331,31,10,9660,
-180.0,12,360,36,10,10170,
0.0,13,390,39,10,10815,
-45.0,14,422,42,10,11340,
-15.0,15,452,45,10,11895,
90.0,16,481,47,10,12360,
67.5,17,510,49,11,12840,
-67.5,18,537,50,12,15180,
780.0,19,566,55,15,18450,
555.0,20,596,60,17,19050,
540.0,21,625,63,17,20325,
645.0,22,655,66,18,21135,
705.0,23,684,72,18,22020,
735.0,24,714,73,18,22485,
517.5,25,743,74,18,24015,
420.0,26,773,79,19,24600,
322.5,27,804,82,20,25515,
435.0,28,834,83,20,26775,
1252.5,29,864,86,22,29190,
675.0,30,896,88,22,31605,
630.0,31,926,95,23,33075,
540.0,32,957,99,23,37425,
420.0,33,986,100,24,37890,
607.5,34,1000,101,26,38175,
# End of run
-225.0,1,29,4,2,2730,
-90.0,2,58,7,4,3240,
-112.5,3,89,10,5,3765,
-37.5,4,119,11,6,4245,
30.0,5,148,13,7,4725,
-757.5,6,177,18,8,7575,
-795.0,7,206,25,8,8115,
-757.5,8,234,26,9,8565,
-825.0,9,263,31,9,9075,
-1245.0,10,293,34,9,11625,
-1170.0,11,322,36,11,12120,
-1072.5,12,352,39,12,13455,
-1102.5,13,383,40,13,13950,
-840.0,14,413,42,14,16695,
-975.0,15,444,42,14,17160,
-900.0,16,475,44,15,19455,
-1297.5,17,503,47,15,21270,
-1267.5,18,533,50,16,22485,
-1290.0,19,564,51,16,22965,
-1447.5,20,592,53,17,23865,
-1507.5,21,622,56,18,24375,
-1462.5,22,652,57,19,24855,
-1140.0,23,682,60,19,27630,
-697.5,24,712,63,20,28950,
-225.0,25,742,64,22,30630,
-1230.0,26,770,67,24,32280,
-1365.0,27,801,70,24,32985,
-1830.0,28,830,72,25,33930,
-1950.0,29,859,75,26,36630,
-2362.5,30,890,77,26,37950,
-2175.0,31,919,80,27,38910,
-1927.5,32,948,80,27,39510,
-1770.0,33,978,85,28,40395,
-1890.0,34,1000,86,28,41535,
# End of run
-120.0,1,30,1,0,465,
-30.0,2,59,4,0,1500,
150.0,3,89,7,1,2010,
105.0,4,118,9,2,2580,
67.5,5,148,10,2,3345,
187.5,6,177,11,5,3945,
7.5,7,208,16,6,5355,
-157.5,8,238,20,7,6585,
-727.5,9,267,20,9,8820,
-622.5,10,296,24,9,9315,
-682.5,11,327,30,10,9885,
-862.5,12,357,32,11,11265,
-855.0,13,387,32,11,11715,
-967.5,14,419,36,12,12270,
-1177.5,15,448,39,13,13005,
-945.0,16,478,40,13,14130,
-945.0,17,508,41,14,14610,
-1552.5,18,538,47,16,16770,
-1567.5,19,568,49,16,17250,
-1387.5,20,596,54,18,17775,
-1117.5,21,626,56,18,18480,
-1170.0,22,656,59,20,19035,
-945.0,23,686,65,21,19800,
-442.5,24,715,67,21,22140,
-397.5,25,745,70,21,22635,
-405.0,26,774,74,21,23130,
-345.0,27,803,78,22,23715,
-7.5,28,832,79,22,25995,
-172.5,29,860,82,22,28740,
-277.5,30,889,85,24,29250,
-757.5,31,918,86,26,30750,
-645.0,32,947,89,27,31245,
-982.5,33,976,91,27,32130,
-960.0,34,1000,95,27,32700,
# End of run
-52.5,1,29,3,0,510,
52.5,2,59,6,0,1380,
225.0,3,88,9,1,2385,
-285.0,4,117,10,1,3240,
-277.5,5,147,11,2,3720,
-180.0,6,176,12,2,4170,
-262.5,7,205,17,3,4800,
-247.5,8,235,20,5,5325,
-112.5,9,264,22,8,5985,
105.0,10,293,25,8,6750,
255.0,11,323,28,9,8055,
405.0,12,353,34,9,8595,
600.0,13,384,38,9,9180,
1027.5,14,413,41,10,11625,
1155.0,15,444,43,10,12120,
1005.0,16,474,47,11,12645,
907.5,17,503,50,14,13800,
457.5,18,534,54,15,14865,
555.0,19,564,59,15,15390,
690.0,20,593,60,15,16710,
1290.0,21,623,64,16,18450,
1110.0,22,654,64,16,19065,
1072.5,23,684,66,16,19725,
952.5,24,714,71,17,20265,
930.0,25,742,73,19,22410,
840.0,26,772,77,19,23010,
832.5,27,802,79,20,23505,
907.5,28,831,80,21,23970,
1102.5,29,860,82,22,24480,
1357.5,30,888,89,23,25155,
1657.5,31,917,90,23,26370,
1530.0,32,947,91,23,26865,
1462.5,33,976,96,24,27420,
1552.5,34,1000,100,24,28020,
# End of run
105.0,1,30,3,1,630,
90.0,2,60,4,1,1260,
187.5,3,89,7,2,1755,
120.0,4,120,10,4,2325,
232.5,5,150,14,5,2955,
217.5,6,178,17,6,3435,
-37.5,7,207,19,6,4275,
22.5,8,235,20,7,4755,
157.5,9,264,21,7,5205,
217.5,10,295,26,8,5820,
142.5,11,325,27,8,6285,
277.5,12,355,31,8,6795,
172.5,13,386,36,8,7335,
367.5,14,415,40,8,8205,
337.5,15,445,41,10,9405,
292.5,16,473,44,12,9975,
307.5,17,502,44,12,10410,
442.5,18,533,49,12,11535,
697.5,19,562,55,14,12540,
1102.5,20,591,58,14,14805,
937.5,21,622,60,14,15390,
1215.0,22,651,65,14,15900,
1282.5,23,680,69,15,16410,
1140.0,24,710,71,15,17535,
1560.0,25,740,73,16,19275,
1447.5,26,770,77,16,20760,
1372.5,27,799,80,16,22290,
1357.5,28,830,82,16,23520,
1312.5,29,860,86,17,24045,
1312.5,30,888,87,18,24525,
1185.0,31,918,91,18,25035,
1095.0,32,947,94,19,25620,
195.0,33,977,96,20,27300,
150.0,34,1000,101,20,27720,
# End of run
-472.5,1,31,3,0,2340,
-352.5,2,60,6,0,3000,
-405.0,3,90,11,0,3525,
-525.0,4,119,14,0,5475,
-705.0,5,148,17,1,6600,
-1177.5,6,178,20,1,8190,
-1035.0,7,206,22,4,8685,
-1125.0,8,236,24,6,9195,
-1020.0,9,267,25,7,9690,
-870.0,10,296,27,9,10320,
-480.0,11,325,29,9,12135,
-652.5,12,355,32,9,14700,
-487.5,13,384,34,12,15645,
-510.0,14,414,39,13,16290,
-120.0,15,443,40,13,17610,
-382.5,16,474,41,13,18690,
-390.0,17,504,44,14,19200,
-277.5,18,534,50,14,19830,
-315.0,19,563,52,14,20325,
-202.5,20,594,55,14,20835,
-847.5,21,623,60,15,22530,
-697.5,22,652,61,16,23115,
-787.5,23,680,69,17,24435,
-855.0,24,710,72,17,26115,
-697.5,25,739,73,17,26625,
-705.0,26,769,74,18,27165,
-540.0,27,797,78,18,28320,
-577.5,28,826,82,20,28845,
-1297.5,29,853,84,23,30195,
-1770.0,30,885,88,23,31380,
-1155.0,31,913,90,24,32610,
-967.5,32,941,96,28,33330,
-675.0,33,971,97,28,34380,
-592.5,34,1000,100,28,35100,
# End of run
-360.0,1,31,5,1,765,
-810.0,2,61,9,1,3495,
-1530.0,3,90,11,2,6000,
-1545.0,4,119,14,3,6495,
-1237.5,5,150,17,3,9525,
-847.5,6,181,21,4,10455,
-397.5,7,211,25,4,11805,
-300.0,8,240,28,4,12825,
-390.0,9,270,31,4,13530,
-487.5,10,299,37,4,14625,
-427.5,11,327,40,4,15120,
-600.0,12,356,42,10,16785,
-832.5,13,385,44,11,17985,
-112.5,14,414,49,11,20370,
37.5,15,442,52,12,20850,
262.5,16,471,57,14,21585,
420.0,17,502,63,14,22725,
420.0,18,532,67,14,23235,
525.0,19,561,67,14,23670,
240.0,20,591,70,16,25695,
22.5,21,620,74,17,28860,
465.0,22,649,77,17,30540,
480.0,23,678,82,18,31770,
600.0,24,708,88,21,32880,
930.0,25,738,92,23,34455,
997.5,26,767,98,25,35010,
952.5,27,796,100,26,35490,
1117.5,28,827,104,28,36105,
1200.0,29,858,107,29,37140,
1327.5,30,888,113,29,37965,
1125.0,31,918,115,29,40050,
1087.5,32,948,118,30,40560,
1102.5,33,979,120,32,42060,
1102.5,34,1000,120,32,42375,
# End of run
